Drama,Episode,Post_0,Like_0,Comment_0,Share_0,Post_1,Like_1,Comment_1,Share_1,Post_2,Like_2,Comment_2,Share_2,Post_3,Like_3,Comment_3,Share_3
愛上巧克力,30,45,5815,165,71,62,3589,164,33,36,5069,163,78,50,9043,293,177
愛上巧克力,31,51,5086,200,105,45,5815,165,71,62,3589,164,33,36,5069,163,78
愛上巧克力,32,86,2774,236,26,51,5086,200,105,45,5815,165,71,62,3589,164,33
愛上巧克力,33,90,4683,247,72,86,2774,236,26,51,5086,200,105,45,5815,165,71
愛上巧克力,34,81,8197,278,174,90,4683,247,72,86,2774,236,26,51,5086,200,105
愛上巧克力,35,52,3265,209,40,28,444,62,0,38,595,93,4,81,8197,278,174
愛上巧克力,36,57,6883,297,147,52,3265,209,40,28,444,62,0,38,595,93,4
愛上巧克力,37,78,8423,365,97,57,6883,297,147,52,3265,209,40,28,444,62,0
愛上巧克力,38,58,7065,307,78,78,8423,365,97,57,6883,297,147,52,3265,209,40
愛上巧克力,39,68,7620,295,61,58,7065,307,78,78,8423,365,97,57,6883,297,147
愛上巧克力,40,52,8595,188,64,21,3046,80,0,45,706,108,2,68,7620,295,61
愛上巧克力,41,45,10937,262,153,52,8595,188,64,21,3046,80,0,45,706,108,2
愛上巧克力,42,48,8276,532,40,45,10937,262,153,52,8595,188,64,21,3046,80,0
愛上巧克力,43,55,3955,189,4,48,8276,532,40,45,10937,262,153,52,8595,188,64
愛上巧克力,44,70,16316,383,244,55,3955,189,4,48,8276,532,40,45,10937,262,153
愛上巧克力,45,60,10462,334,33,29,3603,179,5,49,602,127,1,70,16316,383,244
愛上巧克力,46,88,12280,622,431,73,3272,191,3,60,10462,334,33,29,3603,179,5
愛上巧克力,47,105,9989,333,102,88,12280,622,431,73,3272,191,3,60,10462,334,33
愛上巧克力,48,113,10177,1970,85,105,9989,333,102,88,12280,622,431,73,3272,191,3
愛上巧克力,49,75,18707,477,390,36,862,153,0,66,1503,209,3,113,10177,1970,85
愛上巧克力,50,122,4870,347,20,75,18707,477,390,36,862,153,0,66,1503,209,3
愛上巧克力,51,128,3928,319,16,122,4870,347,20,75,18707,477,390,36,862,153,0
愛上巧克力,52,117,10835,444,117,128,3928,319,16,122,4870,347,20,75,18707,477,390
愛上巧克力,53,140,18458,717,277,117,10835,444,117,128,3928,319,16,122,4870,347,20
愛上巧克力,54,88,10259,387,67,30,7020,199,95,58,1116,153,0,140,18458,717,277
愛上巧克力,55,98,28888,658,432,88,10259,387,67,30,7020,199,95,58,1116,153,0
愛上巧克力,56,119,25877,643,210,98,28888,658,432,88,10259,387,67,30,7020,199,95
愛上巧克力,57,477,9965,892,110,119,25877,643,210,98,28888,658,432,88,10259,387,67
愛上巧克力,58,275,6980,980,93,477,9965,892,110,119,25877,643,210,98,28888,658,432
愛上巧克力,59,122,15011,518,242,27,758,69,34,70,4822,200,58,275,6980,980,93
愛上巧克力,60,229,25595,1135,350,122,15011,518,242,27,758,69,34,70,4822,200,58
愛上巧克力,61,241,11434,725,241,229,25595,1135,350,122,15011,518,242,27,758,69,34
愛上巧克力,62,220,12258,752,207,241,11434,725,241,229,25595,1135,350,122,15011,518,242
愛上巧克力,63,211,11660,2209,266,220,12258,752,207,241,11434,725,241,229,25595,1135,350
愛上巧克力,64,141,34078,824,588,50,3297,181,33,64,1376,158,11,211,11660,2209,266
愛上巧克力,65,185,33611,951,597,141,34078,824,588,50,3297,181,33,64,1376,158,11
愛上巧克力,66,444,28980,1337,361,185,33611,951,597,141,34078,824,588,50,3297,181,33
愛上巧克力,67,565,21788,1842,369,444,28980,1337,361,185,33611,951,597,141,34078,824,588
愛上巧克力,68,609,15182,2534,214,565,21788,1842,369,444,28980,1337,361,185,33611,951,597
愛上巧克力,69,192,9129,601,78,68,972,220,28,200,12506,833,135,609,15182,2534,214
愛上巧克力,70,184,25201,837,474,192,9129,601,78,68,972,220,28,200,12506,833,135
愛上巧克力,71,411,21480,941,159,184,25201,837,474,192,9129,601,78,68,972,220,28
愛上巧克力,72,394,16861,1651,288,411,21480,941,159,184,25201,837,474,192,9129,601,78
愛上巧克力,73,322,21915,1215,256,394,16861,1651,288,411,21480,941,159,184,25201,837,474
愛上巧克力,74,129,44712,1182,717,59,3374,246,24,100,2375,410,40,322,21915,1215,256
愛上巧克力,75,177,39188,1085,599,129,44712,1182,717,59,3374,246,24,100,2375,410,40
愛上巧克力,76,158,59038,1242,1711,177,39188,1085,599,129,44712,1182,717,59,3374,246,24
愛上巧克力,77,171,46584,1285,1436,158,59038,1242,1711,177,39188,1085,599,129,44712,1182,717
愛上巧克力,78,171,32516,1086,475,171,46584,1285,1436,158,59038,1242,1711,177,39188,1085,599
愛上巧克力,79,427,38501,1098,611,77,62602,1055,2250,96,3017,263,57,171,32516,1086,475
我們發財了,1,54,9078,293,199,16,3366,45,66,11,2291,38,9,4,663,8,2
我們發財了,2,52,12058,498,341,54,9078,293,199,16,3366,45,66,11,2291,38,9
我們發財了,3,36,6044,92,63,52,12058,498,341,54,9078,293,199,16,3366,45,66
我們發財了,4,17,1520,33,11,5,1219,14,1,11,1590,34,92,36,6044,92,63
我們發財了,5,34,3658,67,55,17,1520,33,11,5,1219,14,1,11,1590,34,92
我們發財了,6,33,864,53,4,34,3658,67,55,17,1520,33,11,5,1219,14,1
我們發財了,7,32,1814,81,49,33,864,53,4,34,3658,67,55,17,1520,33,11
我們發財了,8,23,4228,124,164,32,1814,81,49,33,864,53,4,34,3658,67,55
我們發財了,9,23,3210,106,58,8,167,13,19,15,131,10,1,23,4228,124,164
我們發財了,10,22,5173,103,35,23,3210,106,58,8,167,13,19,15,131,10,1
我們發財了,11,25,3468,95,37,22,5173,103,35,23,3210,106,58,8,167,13,19
我們發財了,12,22,5055,137,58,25,3468,95,37,22,5173,103,35,23,3210,106,58
我們發財了,13,29,3014,100,42,22,5055,137,58,25,3468,95,37,22,5173,103,35
我們發財了,14,22,2558,125,14,6,1707,32,17,24,1216,75,77,29,3014,100,42
我們發財了,15,31,2815,136,49,22,2558,125,14,6,1707,32,17,24,1216,75,77
我們發財了,16,29,2476,130,39,31,2815,136,49,22,2558,125,14,6,1707,32,17
我們發財了,17,41,2569,232,51,29,2476,130,39,31,2815,136,49,22,2558,125,14
我們發財了,18,66,7259,308,86,41,2569,232,51,29,2476,130,39,31,2815,136,49
我們發財了,19,27,2171,133,19,13,335,32,8,26,271,72,1,66,7259,308,86
我們發財了,20,40,7712,265,136,27,2171,133,19,13,335,32,8,26,271,72,1
我們發財了,21,59,11485,576,189,40,7712,265,136,27,2171,133,19,13,335,32,8
我們發財了,22,71,5544,287,98,59,11485,576,189,40,7712,265,136,27,2171,133,19
我們發財了,23,57,7748,341,199,71,5544,287,98,59,11485,576,189,40,7712,265,136
我們發財了,24,33,6266,274,48,4,33,3,0,18,243,38,1,57,7748,341,199
我們發財了,25,40,3680,138,45,33,6266,274,48,4,33,3,0,18,243,38,1
我們發財了,26,41,9237,206,102,40,3680,138,45,33,6266,274,48,4,33,3,0
我們發財了,27,46,3892,135,49,41,9237,206,102,40,3680,138,45,33,6266,274,48
我們發財了,28,54,12425,335,77,46,3892,135,49,41,9237,206,102,40,3680,138,45
我們發財了,29,46,5054,161,37,13,204,46,0,29,5154,165,94,54,12425,335,77
我們發財了,30,84,8977,724,82,46,5054,161,37,13,204,46,0,29,5154,165,94
我們發財了,31,68,3254,239,19,84,8977,724,82,46,5054,161,37,13,204,46,0
我們發財了,32,56,3427,190,28,68,3254,239,19,84,8977,724,82,46,5054,161,37
我們發財了,33,52,5098,163,47,56,3427,190,28,68,3254,239,19,84,8977,724,82
我們發財了,34,46,6731,278,64,14,183,26,2,42,9450,276,121,52,5098,163,47
我們發財了,35,69,3932,236,39,46,6731,278,64,14,183,26,2,42,9450,276,121
我們發財了,36,83,12730,399,108,69,3932,236,39,46,6731,278,64,14,183,26,2
我們發財了,37,142,11872,1240,186,83,12730,399,108,69,3932,236,39,46,6731,278,64
我們發財了,38,129,9742,822,204,142,11872,1240,186,83,12730,399,108,69,3932,236,39
我們發財了,39,60,7463,157,121,19,3364,118,16,24,389,72,3,129,9742,822,204
我們發財了,40,69,10751,317,139,60,7463,157,121,19,3364,118,16,24,389,72,3
我們發財了,41,84,8495,325,87,69,10751,317,139,60,7463,157,121,19,3364,118,16
我們發財了,42,137,16313,736,231,84,8495,325,87,69,10751,317,139,60,7463,157,121
我們發財了,43,119,6710,332,57,137,16313,736,231,84,8495,325,87,69,10751,317,139
我們發財了,44,104,15367,376,137,14,274,26,3,77,868,159,2,119,6710,332,57
我們發財了,45,176,12085,743,71,104,15367,376,137,14,274,26,3,77,868,159,2
我們發財了,46,126,7606,389,27,176,12085,743,71,104,15367,376,137,14,274,26,3
我們發財了,47,119,9413,287,32,126,7606,389,27,176,12085,743,71,104,15367,376,137
我們發財了,48,102,19174,389,152,119,9413,287,32,126,7606,389,27,176,12085,743,71
我們發財了,49,83,10127,338,69,11,3408,100,15,46,11030,258,82,102,19174,389,152
我們發財了,50,91,13337,648,100,83,10127,338,69,11,3408,100,15,46,11030,258,82
我們發財了,51,84,7759,262,48,91,13337,648,100,83,10127,338,69,11,3408,100,15
我們發財了,52,75,2399,228,14,84,7759,262,48,91,13337,648,100,83,10127,338,69
我們發財了,53,75,10558,388,176,75,2399,228,14,84,7759,262,48,91,13337,648,100
我們發財了,54,57,12132,369,70,11,106,15,0,29,5475,123,30,75,10558,388,176
我們發財了,55,133,14037,2216,120,57,12132,369,70,11,106,15,0,29,5475,123,30
我們發財了,56,105,10356,409,178,133,14037,2216,120,57,12132,369,70,11,106,15,0
我們發財了,57,99,6606,330,44,105,10356,409,178,133,14037,2216,120,57,12132,369,70
我們發財了,58,111,10365,324,80,99,6606,330,44,105,10356,409,178,133,14037,2216,120
我們發財了,59,49,5224,175,16,14,10074,118,126,36,2233,96,3,111,10365,324,80
我們發財了,60,55,5139,220,47,49,5224,175,16,14,10074,118,126,36,2233,96,3
我們發財了,61,60,9940,257,51,55,5139,220,47,49,5224,175,16,14,10074,118,126
我們發財了,62,65,9562,955,50,60,9940,257,51,55,5139,220,47,49,5224,175,16
我們發財了,63,76,4493,214,42,65,9562,955,50,60,9940,257,51,55,5139,220,47
我們發財了,64,50,5643,162,5,15,113,22,1,43,363,71,1,76,4493,214,42
我們發財了,65,47,3202,240,6,50,5643,162,5,15,113,22,1,43,363,71,1
我們發財了,66,53,2858,137,24,47,3202,240,6,50,5643,162,5,15,113,22,1
我們發財了,67,68,8219,195,41,53,2858,137,24,47,3202,240,6,50,5643,162,5
我們發財了,68,58,9308,237,181,68,8219,195,41,53,2858,137,24,47,3202,240,6
我們發財了,69,68,4886,197,50,16,5834,64,48,22,258,36,1,58,9308,237,181
我們發財了,70,86,12020,319,50,68,4886,197,50,16,5834,64,48,22,258,36,1
我們發財了,71,75,4788,264,15,86,12020,319,50,68,4886,197,50,16,5834,64,48
我們發財了,72,89,7497,254,71,75,4788,264,15,86,12020,319,50,68,4886,197,50
我們發財了,73,115,6309,295,30,89,7497,254,71,75,4788,264,15,86,12020,319,50
我們發財了,74,57,6067,247,24,21,10445,248,79,51,7318,175,68,115,6309,295,30
我們發財了,75,60,7040,286,115,57,6067,247,24,21,10445,248,79,51,7318,175,68
我們發財了,76,68,8391,279,66,60,7040,286,115,57,6067,247,24,21,10445,248,79
我們發財了,77,49,6957,218,35,68,8391,279,66,60,7040,286,115,57,6067,247,24
我們發財了,78,59,10217,403,147,49,6957,218,35,68,8391,279,66,60,7040,286,115
我們發財了,79,52,7533,214,28,19,7648,130,23,54,742,201,2,59,10217,403,147
我們發財了,80,50,10770,254,95,52,7533,214,28,19,7648,130,23,54,742,201,2
我們發財了,81,59,13976,254,112,50,10770,254,95,52,7533,214,28,19,7648,130,23
我們發財了,82,43,2243,151,15,59,13976,254,112,50,10770,254,95,52,7533,214,28
我們發財了,83,41,6373,168,39,43,2243,151,15,59,13976,254,112,50,10770,254,95
我們發財了,84,51,14082,3133,216,17,6483,90,68,21,18351,261,261,41,6373,168,39
我們發財了,85,40,4307,128,16,51,14082,3133,216,17,6483,90,68,21,18351,261,261
我們發財了,86,50,8397,131,37,40,4307,128,16,51,14082,3133,216,17,6483,90,68
我們發財了,87,36,3920,119,10,50,8397,131,37,40,4307,128,16,51,14082,3133,216
我們發財了,88,36,5606,106,56,36,3920,119,10,50,8397,131,37,40,4307,128,16
我們發財了,89,42,7855,95,63,4,53,3,0,22,7353,63,61,36,5606,106,56
美味的想念,1,39,12518,263,404,8,1637,8,107,13,3278,33,52,5,1010,10,3
美味的想念,2,48,11785,122,338,39,12518,263,404,8,1637,8,107,13,3278,33,52
美味的想念,3,26,14333,107,274,24,2358,36,35,75,21,77,0,107,3385,108,171
美味的想念,4,26,10020,69,296,26,14333,107,274,24,2358,36,35,75,21,77,0
美味的想念,5,27,11154,741,128,26,10020,69,296,26,14333,107,274,24,2358,36,35
美味的想念,6,42,17029,1081,249,27,11154,741,128,26,10020,69,296,26,14333,107,274
美味的想念,7,20,15343,1333,165,9,2806,25,14,8,1366,22,14,35,8084,131,57
美味的想念,8,42,18806,1269,170,20,15343,1333,165,9,2806,25,14,8,1366,22,14
美味的想念,9,11,242,10,0,42,18806,1269,170,20,15343,1333,165,9,2806,25,14
美味的想念,10,52,31732,1729,340,11,242,10,0,42,18806,1269,170,20,15343,1333,165
美味的想念,11,47,22226,1150,223,8,92,27,2,14,1630,34,16,34,13294,456,119
美味的想念,12,49,23424,2013,193,47,22226,1150,223,8,92,27,2,14,1630,34,16
美味的想念,13,56,32459,629,380,49,23424,2013,193,47,22226,1150,223,8,92,27,2
美味的想念,14,48,32361,451,343,56,32459,629,380,49,23424,2013,193,47,22226,1150,223
美味的想念,15,37,28000,366,264,32,39120,333,489,13,5399,94,71,28,13175,483,145
美味的想念,16,55,51279,694,803,37,28000,366,264,32,39120,333,489,13,5399,94,71
美味的想念,17,69,54288,467,490,55,51279,694,803,37,28000,366,264,32,39120,333,489
美味的想念,18,65,59711,813,719,16,6991,192,307,28,354,41,4,38,5936,247,119
美味的想念,19,76,28677,422,227,65,59711,813,719,16,6991,192,307,28,354,41,4
美味的想念,20,69,40313,547,330,76,28677,422,227,65,59711,813,719,16,6991,192,307
美味的想念,21,60,38984,553,357,69,40313,547,330,76,28677,422,227,65,59711,813,719
美味的想念,22,54,50165,373,378,16,14504,137,76,20,9716,98,60,26,26364,310,279
美味的想念,23,41,35646,502,272,39,47682,504,357,54,50165,373,378,16,14504,137,76
美味的想念,24,46,47457,1406,523,41,35646,502,272,39,47682,504,357,54,50165,373,378
美味的想念,25,32,33746,246,223,11,5255,60,47,10,3813,82,55,23,16000,174,66
美味的想念,26,35,34724,388,316,32,33746,246,223,11,5255,60,47,10,3813,82,55
美味的想念,27,63,48090,410,579,35,34724,388,316,32,33746,246,223,11,5255,60,47
美味的想念,28,70,48767,486,388,63,48090,410,579,35,34724,388,316,32,33746,246,223
美味的想念,29,58,48266,447,443,11,5805,87,47,12,3317,34,20,18,20185,327,274
美味的想念,30,49,35764,283,243,58,48266,447,443,11,5805,87,47,12,3317,34,20
美味的想念,31,43,22699,284,150,49,35764,283,243,58,48266,447,443,11,5805,87,47
美味的想念,32,54,43337,414,295,43,22699,284,150,49,35764,283,243,58,48266,447,443
美味的想念,33,46,41382,331,352,7,6148,38,14,8,3483,46,28,29,18294,149,97
美味的想念,34,71,36887,971,332,46,41382,331,352,7,6148,38,14,8,3483,46,28
美味的想念,35,62,39005,523,369,71,36887,971,332,46,41382,331,352,7,6148,38,14
美味的想念,36,65,39671,458,293,62,39005,523,369,71,36887,971,332,46,41382,331,352
美味的想念,37,97,44226,647,440,18,5681,46,44,14,5640,150,19,31,11994,259,70
美味的想念,38,17,222,30,1,97,44226,647,440,18,5681,46,44,14,5640,150,19
兩個爸爸,1,15,8302,763,160,,,,,,,,,,,,
兩個爸爸,2,14,17130,268,411,,,,,,,,,,,,
兩個爸爸,3,12,11326,140,83,,,,,,,,,,,,
兩個爸爸,4,8,10769,104,57,,,,,,,,,,,,
兩個爸爸,5,6,10336,159,89,,,,,,,,,,,,
兩個爸爸,6,8,20566,391,342,,,,,,,,,,,,
兩個爸爸,7,5,15094,234,178,,,,,,,,,,,,
兩個爸爸,8,8,21253,239,195,,,,,,,,,,,,
兩個爸爸,9,9,27376,364,409,,,,,,,,,,,,
兩個爸爸,10,4,9513,755,96,,,,,,,,,,,,
兩個爸爸,11,5,14697,190,169,,,,,,,,,,,,
兩個爸爸,12,8,17029,156,128,,,,,,,,,,,,
兩個爸爸,13,4,7770,71,35,,,,,,,,,,,,
兩個爸爸,14,4,19710,238,179,,,,,,,,,,,,
兩個爸爸,15,5,14553,255,144,,,,,,,,,,,,
兩個爸爸,16,4,9157,200,115,,,,,,,,,,,,
兩個爸爸,17,5,8003,335,284,,,,,,,,,,,,
兩個爸爸,18,4,7389,122,76,,,,,,,,,,,,
兩個爸爸,19,2,5639,61,15,,,,,,,,,,,,
兩個爸爸,20,4,24378,186,241,,,,,,,,,,,,
兩個爸爸,21,4,11643,223,73,,,,,,,,,,,,
兩個爸爸,22,16,103084,1261,1089,,,,,,,,,,,,
兩個爸爸,23,5,15124,194,132,,,,,,,,,,,,
兩個爸爸,24,3,20759,168,236,,,,,,,,,,,,
兩個爸爸,25,8,52841,373,261,,,,,,,,,,,,
兩個爸爸,26,6,48214,337,177,,,,,,,,,,,,
兩個爸爸,27,7,50414,470,225,,,,,,,,,,,,
兩個爸爸,28,5,39684,277,189,,,,,,,,,,,,
兩個爸爸,29,12,95696,695,724,,,,,,,,,,,,
兩個爸爸,30,4,39866,200,162,,,,,,,,,,,,
兩個爸爸,31,5,44034,357,220,,,,,,,,,,,,
兩個爸爸,32,4,38093,286,93,,,,,,,,,,,,
兩個爸爸,33,9,111072,800,821,,,,,,,,,,,,
兩個爸爸,34,6,69282,401,350,,,,,,,,,,,,
兩個爸爸,35,8,77029,364,572,,,,,,,,,,,,
兩個爸爸,36,2,20744,143,97,,,,,,,,,,,,
兩個爸爸,37,11,135610,1255,1095,,,,,,,,,,,,
兩個爸爸,38,11,74241,431,242,,,,,,,,,,,,
兩個爸爸,39,6,60124,483,184,,,,,,,,,,,,
兩個爸爸,40,8,87114,665,510,,,,,,,,,,,,
兩個爸爸,41,7,87981,672,531,,,,,,,,,,,,
兩個爸爸,42,8,109444,536,499,,,,,,,,,,,,
兩個爸爸,43,8,107405,473,481,,,,,,,,,,,,
兩個爸爸,44,5,69883,763,413,,,,,,,,,,,,
兩個爸爸,45,1,18080,138,119,,,,,,,,,,,,
兩個爸爸,46,4,39122,193,135,,,,,,,,,,,,
兩個爸爸,47,7,106583,789,422,,,,,,,,,,,,
兩個爸爸,48,5,63097,568,345,,,,,,,,,,,,
兩個爸爸,49,5,83568,1199,626,,,,,,,,,,,,
兩個爸爸,50,4,76770,491,541,,,,,,,,,,,,
兩個爸爸,51,4,72739,474,338,,,,,,,,,,,,
兩個爸爸,52,3,53142,3990,469,,,,,,,,,,,,
兩個爸爸,53,7,111742,633,389,,,,,,,,,,,,
兩個爸爸,54,6,87836,346,252,,,,,,,,,,,,
兩個爸爸,55,9,153701,1142,577,,,,,,,,,,,,
兩個爸爸,56,12,179210,1185,628,,,,,,,,,,,,
兩個爸爸,57,9,130878,923,364,,,,,,,,,,,,
兩個爸爸,58,12,220823,7395,1127,,,,,,,,,,,,
兩個爸爸,59,11,214153,1505,749,,,,,,,,,,,,
兩個爸爸,60,25,567844,10325,3907,,,,,,,,,,,,
